ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Property,OccupantPhone,Occupant Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,OccupantOwner,String,,16,,,Numéro de téléphone de l’occupant,Teléfono de Ocupante,Active,2cd301a,100237,,,No,"RESI,RLSE,MOBI",,2011-11-09,2021-06-17,,OccupantPhone Field,https://ddwiki.reso.org/display/DDW20/OccupantPhone+Field,2105505,,,"Contact Label = ""Occupant""Telephone Number = [value]"
Property,OccupantType,Occupant Type,"A field that describes the type of occupant (i.e., Owner, Tenant, Vacant).",OccupantOwner,"String List, Single",,50,,,Type d’occupant,Tipo de Ocupante,Active,9c35405,100238,Open with Enumerations,OccupantType,No,"RESI,RLSE,MOBI",,2011-11-09,2021-06-17,,OccupantType Field,https://ddwiki.reso.org/display/DDW20/OccupantType+Field,2105511,,,Occupied Status = [value]
Property,OffMarketDate,Off Market Date,"The date the listing was taken off market. Where possible, this date represents the date entered by the agent, reflecting when the change occurred contractually, not a timestamp of when the change was made in the MLS.","Listing,Dates",Date,,10,,DateOffMarket,Date de retrait du marché,Fecha de Retiro del Mercado,Active,9418774,100019,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,OffMarketDate Field,https://ddwiki.reso.org/display/DDW20/OffMarketDate+Field,2105005,,,
Property,OffMarketTimestamp,Off Market Timestamp,The transactional timestamp automatically recorded by the MLS system representing the most recent date/time the listing's status was set to an off-market status (not Active or Backup),"Listing,Dates",Timestamp,,27,,,Heure et date du retrait du marché,Marca de Tiempo Fuera del Mercado,Active,2254f86,100817,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,OffMarketTimestamp Field,https://ddwiki.reso.org/display/DDW20/OffMarketTimestamp+Field,2105009,,,
Property,OnMarketDate,On Market Date,"The date the listing was placed on market. Where possible, this date is reflective of the date entered by the agent reflecting when the change occurred contractually, not a timestamp of when the change was made in the MLS.","Listing,Dates",Date,,10,,,Date de l’entrée sur le marché,Fecha de Lanzamiento al Mercado,Active,2044473,100769,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,OnMarketDate Field,https://ddwiki.reso.org/display/DDW20/OnMarketDate+Field,2105015,,,
Property,OnMarketTimestamp,On Market Timestamp,The transactional timestamp automatically recorded by the MLS system representing the most recent date/time the listing's status was set to Active or Backup. This also includes initial input of the listing to Active/Backup or from a draft or approval status to Active/Backup.,"Listing,Dates",Timestamp,,27,,,Heure et date de l’entrée sur le marché,Marca de Tiempo Lanzamiento al Mercado,Active,a953587,100816,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,OnMarketTimestamp Field,https://ddwiki.reso.org/display/DDW20/OnMarketTimestamp+Field,2105023,,,
Property,OpenHouse,Open House,A collection of open house items related to the Property record.,Listing,Collection,OpenHouse,,,,,,Active,793a64c,,,,,,,2022-01-23,2022-02-10,1.7.0,OpenHouse Field,https://ddwiki.reso.org/display/DDW20/OpenHouse+Field,2105423,,ListingKey,
Property,OpenHouseModificationTimestamp,Open House Modification Timestamp,A system-generated timestamp of when the last update or change to the open house information for this listing was made.,Listing,Timestamp,,27,,,,,Active,,,,,No,,,2023-10-24,2023-10-24,2.0.0,,,,,,
Property,OpenParkingSpaces,Open Parking Spaces,The number of open or uncovered parking spaces included in the sale.,Structure,Number,,14,2,UncoveredParking,Espaces de stationnement non couverts,Espacios Abiertos de Estacionamiento,Active,dade389,100323,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2021-06-17,,OpenParkingSpaces Field,https://ddwiki.reso.org/display/DDW20/OpenParkingSpaces+Field,2105362,,,"Premises Enclosure = ""Open""Spatial Unit Type = ""Parking space""Quantity = [value]"
Property,OpenParkingYN,Open Parking Yes/No,A flag indicating that any parking spaces associated with the property are not covered by a roof.,Structure,Boolean,,,,,Stationnement non couvert O/N,Estacionamiento Abierto SN,Active,89b4f63,100322,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2021-06-17,,OpenParkingYN Field,https://ddwiki.reso.org/display/DDW20/OpenParkingYN+Field,2105368,,,
Property,OperatingExpense,Operating Expense,The costs associated with the operation and maintenance of an income-producing property.,Financial,Number,,14,2,,Dépenses d’exploitation,Gasto Operativo,Active,57cbc6c,100251,,,No,"RINC,COMS,COML,BUSO",,2011-11-09,2021-06-17,,OperatingExpense Field,https://ddwiki.reso.org/display/DDW20/OperatingExpense+Field,2105249,,,
Property,OperatingExpenseIncludes,Operating Expense Includes,"When individual expense fields are not used and only a total is entered, this lists the expenses that are included in the OperatingExpense field.",Financial,"String List, Multi",,1024,,,Compris dans les dépenses d’exploitation,Gasto Operativo Incluye,Active,03c84d6,100882,Open with Enumerations,OperatingExpenseIncludes,No,RINC,,2013-11-19,2021-06-17,,OperatingExpenseIncludes Field,https://ddwiki.reso.org/display/DDW20/OperatingExpenseIncludes+Field,2105254,,,
Property,OriginalEntryTimestamp,Original Entry Timestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time the listing was entered and made visible to members of the MLS.,"Listing,Dates",Timestamp,,27,,"EntryDate, InputDate, DateTimeCreated, CreatedDate.",Heure et date de l’entrée originale,Marca de Tiempo Entrada Original,Active,723e888,100023,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,OriginalEntryTimestamp Field,https://ddwiki.reso.org/display/DDW20/OriginalEntryTimestamp+Field,2105029,,,"Date Status = ""Created""Date = [value]"
Property,OriginalListPrice,Original List Price,The original price of the property on the initial agreement between the seller and the seller's broker.,"Listing,Price",Number,,14,2,OriginalPrice,Prix initial de l’inscription,Precio Original de Listado,Active,880d418,100028,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,OriginalListPrice Field,https://ddwiki.reso.org/display/DDW20/OriginalListPrice+Field,2105219,,,
Property,OriginatingSystem,Originating System,The originating system of the Property record.,Listing,Resource,OUID,,,,,,Active,aea818a,,,,,,,2022-01-06,2022-02-10,1.7.0,OriginatingSystem Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystem+Field,2105429,OriginatingSystemID,OrganizationUniqueId,
Property,OriginatingSystemID,Originating System ID,"The OUID Resource's OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",Listing,String,,25,,AuthoritativeSystemID,ID du système d’origine,ID Sistema de Origen,Active,f915fcc,100953,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,1.5.0,OriginatingSystemID Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemID+Field,2105434,,,
Property,OriginatingSystemKey,Originating System Key,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the listing was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Key for more information.",Listing,String,,255,,"ProviderKey, AuthoritativeSystemKey",Clé du système d’origine,Clave de Sistema de Origen,Active,0eb8a2a,100003,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,1.4.0,OriginatingSystemKey Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemKey+Field,2105440,,,
Property,OriginatingSystemName,Originating System Name,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.",Listing,String,,255,,"ProviderName, MLSID, AuthoritativeSystem",Nom du système d’origine,Nombre de Sistema de Origen,Active,3b8567e,100004,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,1.5.0,OriginatingSystemName Field,https://ddwiki.reso.org/display/DDW20/OriginatingSystemName+Field,2105446,,,
Property,OtherEquipment,Other Equipment,A list of other equipment that will be included in the sale of the property.,Equipment,"String List, Multi",,1024,,,Autres équipements,Otro Equipo,Active,800316b,100360,Open with Enumerations,OtherEquipment,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2018-12-26,2021-06-17,,OtherEquipment Field,https://ddwiki.reso.org/display/DDW20/OtherEquipment+Field,2104919,,,
Property,OtherExpense,Other Expense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,Financial,Number,,14,2,,Autres dépenses,Otro Gasto,Active,fd74342,100268,,,No,"RINC,COMS,COML",,2011-11-09,2021-06-17,,OtherExpense Field,https://ddwiki.reso.org/display/DDW20/OtherExpense+Field,2105260,,,
Property,OtherParking,Other Parking,"Other types of parking available to, or part of, the property.",Structure,String,,1024,,,Autres espaces de stationnement,Otro Estacionamiento,Active,29db9ec,100326,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2021-06-17,,OtherParking Field,https://ddwiki.reso.org/display/DDW20/OtherParking+Field,2105373,,,
Property,OtherStructures,Other Structures,"A list of structures other than the main dwelling (e.g., Guest House, Barn, Shed).",Structure,"String List, Multi",,1024,,,Autres structures,Otras Estructuras,Active,875db99,100359,Open,OtherStructures,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2021-06-17,,OtherStructures Field,https://ddwiki.reso.org/display/DDW20/OtherStructures+Field,2105378,,,
Property,OwnerName,Owner Name,The name of the owner of the property being sold.,OccupantOwner,String,,50,,,Nom du propriétaire,Nombre del Propietario,Active,28ff2be,100239,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,OwnerName Field,https://ddwiki.reso.org/display/DDW20/OwnerName+Field,2105516,,,"Contact Label = ""Owner""Full Name = [value]"
Property,OwnerPays,Owner Pays,"A list of expenses for the property paid for by the owner as opposed to the tenant (e.g., Water, Trash, Electric).",Financial,"String List, Multi",,1024,,,Payé par le propriétaire,Pago del Propietario,Active,d35b5c7,100897,Open with Enumerations,OwnerPays,No,"RLSE,RINC,COMS,COML",,2016-06-21,2021-06-17,,OwnerPays Field,https://ddwiki.reso.org/display/DDW20/OwnerPays+Field,2105266,,,
Property,OwnerPhone,Owner Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,OccupantOwner,String,,16,,,Numéro de téléphone du propriétaire,Teléfono del Propietario,Active,e69817b,100240,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,OwnerPhone Field,https://ddwiki.reso.org/display/DDW20/OwnerPhone+Field,2105522,,,"Contact Label = ""Owner""Telephone Number = [value]"
Property,Ownership,Ownership,"A text description of the manner in which title to a property is held (e.g., Trust, Corporation, Joint Tenant, Individual).","Listing,Contract",String,,1024,,,Propriété,Propiedad,Active,0699c97,100826,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2018-12-26,2021-06-17,,Ownership Field,https://ddwiki.reso.org/display/DDW20/Ownership+Field,2105336,,,
Property,OwnershipType,Ownership Type,"The current type of ownership of the business being sold (e.g., Corporation, LLC, Sole Proprietor, Partnership).",Business,"String List, Single",,50,,,Type de propriété,Tipo de Propiedad,Active,3bb40d0,100907,Open with Enumerations,OwnershipType,No,BUSO,,2014-07-03,2021-06-17,,OwnershipType Field,https://ddwiki.reso.org/display/DDW20/OwnershipType+Field,2105112,,,"Contact Label = ""Business""Ownership = [value]"
Property,ParcelNumber,Parcel Number,A number used to uniquely identify a parcel or lot. This number is typically issued by the county or county assessor. The assessor's parcel number (APN) format varies from county to county. It is recommended that all parcel numbers are transmitted without dashes or hyphens.,Tax,String,,50,,"APN, AssessorsParcelNumber, TaxID, AssessorNumber",Numéro de parcelle,Número de Parcela,Active,66a2eaf,100742,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",IDX,2018-12-26,2023-08-25,,ParcelNumber Field,https://ddwiki.reso.org/display/DDW20/ParcelNumber+Field,2104921,,,"Identifier Label = ""Assessor parcel number""Identifier = [value]"
Property,ParkingFeatures,Parking Features,A list of features about or a description of the parking included in the sale/lease.,Structure,"String List, Multi",,1024,,,Caractéristiques du stationnement,Características de Estacionamiento,Active,877f614,100325,Open with Enumerations,ParkingFeatures,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,ParkingFeatures Field,https://ddwiki.reso.org/display/DDW20/ParkingFeatures+Field,2105385,,,
Property,ParkingTotal,Parking Total,The total number of parking spaces included in the sale.,Structure,Number,,14,2,,Espaces de stationnement totaux,Total de Estacionamiento,Active,22e6533,100327,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,ParkingTotal Field,https://ddwiki.reso.org/display/DDW20/ParkingTotal+Field,2105390,,,"Interval Measure = ""Total""Spatial Unit Type = ""Parking space""Quantity = [value]"
Property,ParkManagerName,Park Manager Name,The name of the manager of the mobile home park.,Characteristics,String,,50,,,Nom du gestionnaire du parc,Nombre Gerente de Parque,Active,9186239,100389,,,No,MOBI,,2011-11-09,2021-06-17,,ParkManagerName Field,https://ddwiki.reso.org/display/DDW20/ParkManagerName+Field,2105088,,,"Occupancy Classification = ""Manufactured home""Premises Level = 'Site""Contact Label = ""Property manager""Contact Name = [value]"
Property,ParkManagerPhone,Park Manager Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,Characteristics,String,,16,,,Numéro de téléphone du gestionnaire du parc,Teléfono Gerente de Parque,Active,9a1f66f,100390,,,No,MOBI,,2011-11-09,2021-06-17,,ParkManagerPhone Field,https://ddwiki.reso.org/display/DDW20/ParkManagerPhone+Field,2105094,,,"Occupancy Classification = ""Manufactured home""Premises Level = 'Site""Contact Label = ""Property manager""Telephone Number = [value]"
Property,ParkName,Park Name,The name of the mobile home park or corporate/commercial park.,Characteristics,String,,50,,,Nom du parc,Nombre de Parque,Active,99a13d4,100388,,,No,"MOBI,COMS,COML",IDX,2018-12-26,2021-06-17,,ParkName Field,https://ddwiki.reso.org/display/DDW20/ParkName+Field,2105100,,,"Occupancy Classification = ""Manufactured home""Premises Level = 'Site""Identifier Label = ""Name""Identifier = [value]"
Property,PastureArea,Pasture Area,A measurement or percentage of the property that has been allocated as pasture or grazing area.,Farming,Number,,14,2,,Superficie allouée au pâturage,Área de Pasto,Active,c548ccf,100294,,,No,FARM,,2011-11-09,2021-06-17,,PastureArea Field,https://ddwiki.reso.org/display/DDW20/PastureArea+Field,2105392,,,
Property,PatioAndPorchFeatures,Patio And Porch Features,A list of features about or a description of the patio or porch included in the sale/lease.,Structure,"String List, Multi",,1024,,,Caractéristiques du patio/de la véranda,Características de Patio Y Porche,Active,3e0eb80,100366,Open with Enumerations,PatioAndPorchFeatures,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,PatioAndPorchFeatures Field,https://ddwiki.reso.org/display/DDW20/PatioAndPorchFeatures+Field,2105395,,,
Property,PendingTimestamp,Pending Timestamp,The transactional timestamp automatically recorded by the MLS system representing the most recent date/time the listing's status was set to Pending.,"Listing,Dates",Timestamp,,27,,,Heure et date où le statut En attente a été sélectionné,Marca de Tiempo Pendiente,Active,95611c1,100772,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,PendingTimestamp Field,https://ddwiki.reso.org/display/DDW20/PendingTimestamp+Field,2105037,,,
Property,PestControlExpense,Pest Control Expense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,Financial,Number,,14,2,,Dépenses relatives à la lutte antiparasitaire,Gasto Control de Plagas,Active,db347b9,100272,,,No,RINC,,2011-11-09,2021-06-17,,PestControlExpense Field,https://ddwiki.reso.org/display/DDW20/PestControlExpense+Field,2105272,,,
Property,PetsAllowed,Pets Allowed,"Indicates whether or not pets are allowed at the property being leased, usually as a list of yes, no and more detailed restrictions/allowances.",Characteristics,"String List, Multi",,1024,,,Animaux permis,Se Permiten Mascotas,Active,a3077dc,100944,Open with Enumerations,PetsAllowed,No,"RLSE,MOBI",,2015-07-21,2023-04-04,1.4.0,PetsAllowed Field,https://ddwiki.reso.org/display/DDW20/PetsAllowed+Field,2105105,,,
Property,PhotosChangeTimestamp,Photos Change Timestamp,A system-generated timestamp of when the last update or change to the photos for this listing was made.,"Listing,Media",Timestamp,,27,,PhotoChangeTimestamp,Heure et date de la mise à jour des photos,Marca de Tiempo Cambio de Fotografías,Active,ff592b4,100773,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,,PhotosChangeTimestamp Field,https://ddwiki.reso.org/display/DDW20/PhotosChangeTimestamp+Field,2105437,,,
Property,PhotosCount,Photos Count,The total number of pictures or photos included with the listing.,"Listing,Media",Number,,2,,PhotoCount,Nombre de photos,Conteo de Fotografías,Active,b3ff710,100779,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,PhotosCount Field,https://ddwiki.reso.org/display/DDW20/PhotosCount+Field,2105442,,,
Property,PoolExpense,Pool Expense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations.,Financial,Number,,14,2,,Dépenses relatives à la piscine,Gasto de Piscina,Active,b2fe671,100273,,,No,RINC,,2011-11-09,2021-06-17,,PoolExpense Field,https://ddwiki.reso.org/display/DDW20/PoolExpense+Field,2105276,,,
Property,PoolFeatures,Pool Features,A list of features about or a description of a pool included in the sale/lease.,Characteristics,"String List, Multi",,1024,,,Caractéristiques de la piscine,Características de Piscina,Active,2a51fbe,100248,Open with Enumerations,PoolFeatures,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",IDX,2018-12-26,2021-06-17,,PoolFeatures Field,https://ddwiki.reso.org/display/DDW20/PoolFeatures+Field,2105110,,,
Property,PoolPrivateYN,Pool Private Yes/No,The property has a privately owned pool that is included in the sale/lease.,Characteristics,Boolean,,,,,Piscine privée O/N,Piscina Privada SN,Active,6bc23c2,100810,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",IDX,2018-12-26,2021-06-17,,PoolPrivateYN Field,https://ddwiki.reso.org/display/DDW20/PoolPrivateYN+Field,2105117,,,"Water Feature Type = ""Pool"""
Property,Possession,Possession,"A list defining when possession will occur (i.e., COE, COE+1, etc.).","Listing,Closing","String List, Multi",,255,,,Prise de possession,Posesión,Active,099e4a5,100063,Open with Enumerations,Possession,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,Possession Field,https://ddwiki.reso.org/display/DDW20/Possession+Field,2105067,,,
Property,PossibleUse,Possible Use,"A list of the type(s) of possible or best uses of the property. Probable use gives a good indication of what the best use or potential use of the property could be (e.g., Residential, Recreational, Commercial, Retail).",Characteristics,"String List, Multi",,1024,,,Utilisation possible,Uso Posible,Active,5a151cd,100875,Open,CurrentOrPossibleUse,No,LAND,IDX,2018-12-26,2021-06-17,,PossibleUse Field,https://ddwiki.reso.org/display/DDW20/PossibleUse+Field,2105122,,,
Property,PostalCity,Postal City,"The official city per the U.S. Postal Service (USPS), which may be different from the recorded city.","Location,Address","String List, Single",,50,,,Ville postale,Ciudad Postal,Active,1f1092b,100079,Open,PostalCity,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,PostalCity Field,https://ddwiki.reso.org/display/DDW20/PostalCity+Field,2105179,,,
Property,PostalCode,Postal Code,The postal code portion of a street or mailing address.,"Location,Address",String,,10,,"ZipCode, Zip",Code postal,Código Postal,Active,3f0047f,100075,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,PostalCode Field,https://ddwiki.reso.org/display/DDW20/PostalCode+Field,2105185,,,ZIP Code = [value]
Property,PostalCodePlus4,Postal Code Plus4,The last four digits of a nine-digit U.S. ZIP Code.,"Location,Address",String,,4,,"Zip+4, ZipPlus4",Code postal +4,Código Postal Más 4,Active,8c8a6a7,100076,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,,PostalCodePlus4 Field,https://ddwiki.reso.org/display/DDW20/PostalCodePlus4+Field,2105191,,,ZIP Plus 4 = [value]
Property,PowerProduction,Power Production,A collection of the types of power production system(s) available on the property. The collection includes the type of system and other details about the power produced and age of the system.,Utilities,Collection,PropertyPowerProduction,,,,,Producción de Energía,Active,cc77b64,101010,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2017-08-09,2017-05-24,1.6.0,PowerProduction Field,https://ddwiki.reso.org/display/DDW20/PowerProduction+Field,2105538,,ListingKey,
Property,PowerProductionType,Power Production Type,"A list of the types of power production systems available on the property. The key characteristics of the system are expected to appear as the type in related power production fields in a flattened implementation (RETS 1.x only). A relational implementation of power production must omit the type from the field name and use PowerProductionType to create a vertical representation of the various types of power production available. Note that PV Solar is the only type of power production currently justified in multiple markets. Renewables that could be added in the future depending on uptake include Wind, Geothermal and Thin Film Solar.",Utilities,"String List, Multi",,1024,,,Type de système production d’énergie,Tipo de Producción de Energía,Active,e2d93ab,100990,Open with Enumerations,PowerProductionType,Yes,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2016-06-21,2021-06-17,1.5.0,PowerProductionType Field,https://ddwiki.reso.org/display/DDW20/PowerProductionType+Field,2105544,,,
Property,PowerProductionYN,Power Production Yes/No,A flag indicating that the listing has a Power Production system.,Utilities,Boolean,,,,,,,Active,ea5994a,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2019-01-10,2019-01-10,2.0.0,PowerProductionYN Field,https://ddwiki.reso.org/display/DDW20/PowerProductionYN+Field,2105552,,,
Property,PreviousListPrice,Previous List Price,The most recent previous list price of the listing.,"Listing,Price",Number,,14,2,"PreviousPrice, LastPrice, ListPriorPrice",Prix antérieur de l’inscription,Precio Anterior de Listado,Active,a6bad52,100030,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,PreviousListPrice Field,https://ddwiki.reso.org/display/DDW20/PreviousListPrice+Field,2105225,,,
Property,PriceChangeTimestamp,Price Change Timestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time the listing's price was last changed.,"Listing,Dates",Timestamp,,27,,"PriceChangeDateTime, PriceChange",Heure et date de la mise à jour du prix de l’inscription,Marca de Tiempo Cambio de Precio,Active,7deb39d,100022,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,PriceChangeTimestamp Field,https://ddwiki.reso.org/display/DDW20/PriceChangeTimestamp+Field,2105040,,,
Property,PrivateOfficeRemarks,Private Office Remarks,A Remarks field that is only visible to members of the same offices as the listing agent.,"Listing,Remarks",String,,4000,,,Commentaires privés du bureau,Observaciones de Oficina Privada,Active,78321b4,100782,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,PrivateOfficeRemarks Field,https://ddwiki.reso.org/display/DDW20/PrivateOfficeRemarks+Field,2105504,,,
Property,PrivateRemarks,Private Remarks,Remarks that may contain security or proprietary information and should be restricted from public view.,"Listing,Remarks",String,,4000,,"AgentRemarks, ConfidentialRemarks",Commentaires privés,Observaciones Privadas,Active,e83072c,100051,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,PrivateRemarks Field,https://ddwiki.reso.org/display/DDW20/PrivateRemarks+Field,2105510,,,
Property,ProfessionalManagementExpense,Professional Management Expense,The annual expense that is not paid directly by the tenant and is included in the Operating Expense calculations. This is for a management company. Use ManagerExpense for a individual manager.,Financial,Number,,14,2,ManagementCompanyExpense,Dépenses en gestion professionnelle,Costo de Administración Profesional,Active,0585c75,100278,,,No,"RINC,COMS,COML",,2014-07-03,2021-06-17,,ProfessionalManagementExpense Field,https://ddwiki.reso.org/display/DDW20/ProfessionalManagementExpense+Field,2105281,,,
Property,PropertyAttachedYN,Property Attached Yes/No,"Indicates whether or not the primary structure is attached to another structure that is not included in the sale (i.e., one unit of a duplex). This flag may be True/False, Yes/No or a list of attached or detached. As with all flags, the field may be null. In some systems, this information may be part of the property subtype.",Structure,Boolean,,,,StructureAttachedYN,Propriété attenante O/N,Propiedad Adjunta SN,Active,14cbf26,100315,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,PropertyAttachedYN Field,https://ddwiki.reso.org/display/DDW20/PropertyAttachedYN+Field,2105401,,,"If (PropertyAttachedYN == true) Vertical Surroundings = ""Attached"" Else Vertical Surroundings = ""Unknown"""
Property,PropertyCondition,Property Condition,A list describing the condition of the property and any structures included in the sale.,Structure,"String List, Multi",,1024,,"StructuralCondition, Condition",Condition de la propriété,Condición de la Propiedad,Active,506c700,100937,Open with Enumerations,PropertyCondition,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2021-06-17,1.4.0,PropertyCondition Field,https://ddwiki.reso.org/display/DDW20/PropertyCondition+Field,2105407,,,"Identifier Label = ""Premises""Condition = [value]"
Property,PropertySubType,Property Sub Type,"A list of types of residential and residential lease properties (e.g., Single-Family Residence, Condominium, Townhouse) or a list of subtypes for mobile (e.g., Manufactured Home, Manufactured On Land).",,"String List, Single",,50,,,Sous-type de propriété,Subtipo de Propiedad,Active,71358f2,100222,Open with Enumerations,PropertySubType,No,"RESI,RLSE,MOBI,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,,PropertySubType Field,https://ddwiki.reso.org/display/DDW20/PropertySubType+Field,2105513,,,
Property,PropertyTimeZoneName,Property Time Zone Name,The name of the property time zone as provided by the tz database.,"Listing, Dates","String List, Single",,150,,,,,Active,3e40dce,,Open with Enumerations,PropertyTimeZone,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2022-03-17,2022-03-17,2.0.0,PropertyTimeZoneName Field,https://ddwiki.reso.org/display/DDW20/PropertyTimeZoneName+Field,2105047,,,
Property,PropertyTimeZoneObservesDstYN,Property Time Zone Observes DST Yes/No,Indicates whether the property is in a time zone that observes Daylight Savings Time (DST).,"Listing, Dates",Boolean,,,,,,,Active,c51a45b,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2022-03-17,2022-03-17,2.0.0,PropertyTimeZoneObservesDstYN Field,https://ddwiki.reso.org/display/DDW20/PropertyTimeZoneObservesDstYN+Field,2105052,,,
Property,PropertyTimeZoneStandardOffset,Property Time Zone Standard Offset,"The time zone offset is the difference, in minutes, between Coordinated Universal Time (UTC) and local time.","Listing, Dates",Number,,10,,,,,Active,d2a5f04,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2022-03-17,2022-03-17,2.0.0,PropertyTimeZoneStandardOffset Field,https://ddwiki.reso.org/display/DDW20/PropertyTimeZoneStandardOffset+Field,2105058,,,
