ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Property,PropertyType,Property Type,"A list of types of properties (e.g., Residential, Lease, Income, Land, Mobile, Commercial Sale).",,"String List, Single",,50,,,Type de propriété,Tipo de Propiedad,Active,8f65dc0,100828,Open with Enumerations,PropertyType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,PropertyType Field,https://ddwiki.reso.org/display/DDW20/PropertyType+Field,2105519,,,
Property,PublicRemarks,Public Remarks,"Text remarks that may be displayed to the public. In an MLS, it is the field where information is entered for the public. This information is intended to be visible online. This is typically information that describes the selling points of the building and/or land for sale. Local conditions and rules will determine what such content can contain. Generally, any information pertaining to entry to the property, the seller and/or tenant, or listing member contact information is excluded. In other systems, these remarks will be determined by local business rules.","Listing,Remarks",String,,4000,,"PropertyDescription, InternetRemarks, Remarks",Commentaires publics,Observaciones Públicas,Active,1d010b0,100050,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2023-08-25,,PublicRemarks Field,https://ddwiki.reso.org/display/DDW20/PublicRemarks+Field,2105517,,,
Property,PublicSurveyRange,Public Survey Range,The range identified by the Public Land Survey System (PLSS).,Tax,String,,20,,,Rangée selon le Public Land Survey System,Rango de Estudio de Terreno,Active,2834762,100900,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2014-07-03,2021-06-17,,PublicSurveyRange Field,https://ddwiki.reso.org/display/DDW20/PublicSurveyRange+Field,2104929,,,
Property,PublicSurveySection,Public Survey Section,The section identified by the Public Land Survey System (PLSS).,Tax,String,,20,,,Section selon le Public Land Survey System,Estudio de Terreno de Sección,Active,8d0f49a,100898,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2014-07-03,2021-06-17,,PublicSurveySection Field,https://ddwiki.reso.org/display/DDW20/PublicSurveySection+Field,2104935,,,
Property,PublicSurveyTownship,Public Survey Township,The township identified by the Public Land Survey System (PLSS).,Tax,String,,20,,,Comté selon le Public Land Survey System,Estudio de Terreno de Municipio,Active,3b57609,100899,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2014-07-03,2021-06-17,,PublicSurveyTownship Field,https://ddwiki.reso.org/display/DDW20/PublicSurveyTownship+Field,2104941,,,
Property,PurchaseContractDate,Purchase Contract Date,"With for-sale listings, this represents the date an offer was accepted and the listing was no longer on market. This is the date entered by the agent reflecting when the change occurred contractually, not a timestamp of when the change was made in the MLS. With lease listings, this may represent a meeting of the minds to lease but with some contractual requirements yet to be fulfilled, such as contract signing or receipt of the deposit.","Listing,Dates",Date,,10,,"PendingDate, DatePending, UnderContractDate, ContractDate, LeasePending, PendingLeaseDate, LeaseAgreementDate",Date du contrat d’achat,Fecha de Contrato de Compra,Active,3232e33,100017,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2021-06-17,,PurchaseContractDate Field,https://ddwiki.reso.org/display/DDW20/PurchaseContractDate+Field,2105064,,,
Property,RangeArea,Range Area,The measurement or percentage of the property that has been allocated as range.,Farming,Number,,14,2,,Superficie de la rangée,Rango de Área,Active,64789ed,100295,,,No,FARM,,2011-11-09,2021-06-17,,RangeArea Field,https://ddwiki.reso.org/display/DDW20/RangeArea+Field,2105396,,,
Property,RentControlYN,Rent Control Yes/No,Indicates whether or not the property is in a rent-control area.,Financial,Boolean,,,,,Contrôle des loyers O/N,Control de Alquiler SN,Active,d3cd36a,100257,,,No,"RINC,COMS,COML",,2014-07-03,2021-06-17,,RentControlYN Field,https://ddwiki.reso.org/display/DDW20/RentControlYN+Field,2105287,,,
Property,RentIncludes,Rent Includes,A list of services or items that the tenant is not responsible to pay.,Financial,"String List, Multi",,1024,,,Compris dans le loyer,Alquiler Incluye,Active,4d253a3,100280,Open with Enumerations,RentIncludes,No,"RLSE,MOBI",IDX,2018-12-26,2021-06-17,,RentIncludes Field,https://ddwiki.reso.org/display/DDW20/RentIncludes+Field,2105292,,,
Property,RoadFrontageType,Road Frontage Type,"A pick list of types of road frontage (i.e., County, Freeway, Interstate, None). The road frontage of the property is an important factor in determining property value and its appropriateness for intended use.",Characteristics,"String List, Multi",,1024,,,Type de façade de la route,Tipo de Fachada Vial,Active,4bb1755,100864,Open,RoadFrontageType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2018-12-26,2021-06-17,,RoadFrontageType Field,https://ddwiki.reso.org/display/DDW20/RoadFrontageType+Field,2105128,,,
Property,RoadResponsibility,Road Responsibility,"The person or entity responsible for road maintenance (e.g., City, County, Private).",Characteristics,"String List, Multi",,1024,,,Responsable de l’entretien de la route,Responsabilidad Vial,Active,9922995,100866,Open,RoadResponsibility,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2017-08-09,2021-06-17,,RoadResponsibility Field,https://ddwiki.reso.org/display/DDW20/RoadResponsibility+Field,2105134,,,
Property,RoadSurfaceType,Road Surface Type,A pick list of types of road surfaces in use to access the property. Road surfaces for property access are an important factor in determining property value and its appropriateness for intended use.,Characteristics,"String List, Multi",,1024,,,Type de surface de la route,Tipo de Superficie Vial,Active,a11466a,100865,Open,RoadSurfaceType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2018-12-26,2021-06-17,,RoadSurfaceType Field,https://ddwiki.reso.org/display/DDW20/RoadSurfaceType+Field,2105140,,,
Property,Roof,Roof,"A list describing the roof style type (e.g., Spanish Tile, Composite, Shake).",Structure,"String List, Multi",,1024,,,Toiture,Tejado,Active,0a6cde2,100351,Open with Enumerations,Roof,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",IDX,2018-12-26,2023-08-25,,Roof Field,https://ddwiki.reso.org/display/DDW20/Roof+Field,2105413,,,"Location = ""Roof""Finish = [value]"
Property,Rooms,Rooms,A collection of types of rooms and details/features about the given room.,"Structure,Rooms",Collection,PropertyRooms,,,,,Habitaciones,Active,df0eceb,101008,,,No,"RESI,RLSE,MOBI,FARM",,2017-08-09,2017-05-24,1.6.0,Rooms Field,https://ddwiki.reso.org/display/DDW20/Rooms+Field,2105515,,ListingKey,
Property,RoomsTotal,Rooms Total,The number of rooms in a dwelling.,"Structure,Rooms",Number,,3,,,Pièces totales,Total Habitaciones,Active,12584fe,100346,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2021-06-17,,RoomsTotal Field,https://ddwiki.reso.org/display/DDW20/RoomsTotal+Field,2105521,,,"Spatial Unit Type = ""Room"" Quantity = [value]"
Property,RoomType,Room Type,"A list of the types used in room repeating elements. The type is a list of possible room types (i.e., bedroom, bathroom, living room, workshop, etc.). Each selected is expected to appear as the type in the related room fields in a flattened implementation (RETS 1.x only). A relational implementation of rooms must omit the type from the field name and use RoomType to create a vertical representation of the various rooms. Note that garage or basement should not be added as a room type, as these are represented by the ParkingFeatures and Basement fields, respectively.","Structure,Rooms","String List, Multi",,1024,,,Type de pièce,Tipo de Habitación,Active,9f05784,100829,Open with Enumerations,RoomType,Yes,"RESI,RLSE,MOBI,FARM",IDX,2018-12-26,2022-04-11,,RoomType Field,https://ddwiki.reso.org/display/DDW20/RoomType+Field,2105525,,,"Premises Level = ""Space"" Occupancy Classification = [value]"
Property,RVParkingDimensions,RV Parking Dimensions,"The dimensions of the RV parking area minimally represented as length and width (i.e., 25' x 18') or a measurement of all sides of the polygon representing the usable RV parking space (i.e., 33' x 15' x 12' x 60').",Structure,String,,50,,,Dimensions de l’espace de stationnement pour VR,Dimensiones de Estacionamiento de Vehículo Recreativo,Active,e30648c,100328,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2011-11-09,2021-06-17,,RVParkingDimensions Field,https://ddwiki.reso.org/display/DDW20/RVParkingDimensions+Field,2105419,,,
Property,SeatingCapacity,Seating Capacity,The seating capacity of the business being sold.,Business,Number,,10,,,Nombre de places,Número de Asientos,Active,a736618,100918,,,No,BUSO,,2014-07-03,2021-06-17,,SeatingCapacity Field,https://ddwiki.reso.org/display/DDW20/SeatingCapacity+Field,2105119,,,"Occupant Quantity Type = ""Capacity""Quantity = [vale]"
Property,SecurityFeatures,Security Features,A list describing the security features included in the sale/lease.,Equipment,"String List, Multi",,1024,,,Caractéristiques de la sécurité,Características de Seguridad,Active,24c9a93,100362,Open with Enumerations,SecurityFeatures,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2018-12-26,2021-06-17,,SecurityFeatures Field,https://ddwiki.reso.org/display/DDW20/SecurityFeatures+Field,2104925,,,
Property,SeniorCommunityYN,Senior Community Yes/No,Indicates whether or not a community is a senior community.,Characteristics,Boolean,,,,,Communauté de personnes âgées O/N,Comunidad de Tercera Edad SN,Active,8840fb3,100809,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",IDX,2018-12-26,2021-06-17,,SeniorCommunityYN Field,https://ddwiki.reso.org/display/DDW20/SeniorCommunityYN+Field,2105146,,,"If (SeniorCommunityYN == true) Occupant Type = ""Independent seniors community"" Else Occupant Type = ""Unknown"""
Property,SerialU,Serial U,"The serial number of the mobile or manufactured home. For the first or only unit/section, use Serial U over Serial X or Serial XX.",Structure,String,,25,,Unit1SerialNo,Numéro de série U,Serie U,Active,264d51d,100395,,,No,"RESI,RLSE,MOBI",,2018-12-26,2021-06-17,,SerialU Field,https://ddwiki.reso.org/display/DDW20/SerialU+Field,2105425,,,"Occupancy Classification = ""Manufactured home""Serial Number = [value]"
Property,SerialX,Serial X,"The serial number of the mobile or manufactured home. For two units/sections, Serial U should be used first, Serial X second.",Structure,String,,25,,Unit2SerialNo,Numéro de série X,Serie X,Active,19ce560,100398,,,No,"RESI,RLSE,MOBI",,2018-12-26,2021-06-17,,SerialX Field,https://ddwiki.reso.org/display/DDW20/SerialX+Field,2105430,,,
Property,SerialXX,Serial XX,"The serial number of the mobile or manufactured home. For two units/sections, Serial U should be used first, Serial X (or Serial XX) second.",Structure,String,,25,,Unit3SerialNo,Numéro de série XX,Serie XX,Active,b22351c,100401,,,No,"RESI,RLSE,MOBI",,2018-12-26,2021-06-17,,SerialXX Field,https://ddwiki.reso.org/display/DDW20/SerialXX+Field,2105436,,,
Property,Sewer,Sewer,A list describing the sewer or septic features of a property.,Utilities,"String List, Multi",,1024,,,Égout,Alcantarillado,Active,f912aeb,100357,Open with Enumerations,Sewer,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",IDX,2018-12-26,2023-08-25,,Sewer Field,https://ddwiki.reso.org/display/DDW20/Sewer+Field,2105558,,,
Property,ShowingAdvanceNotice,Showing Advance Notice,The hours of advance notice required to schedule a showing.,"Listing,Showing",Number,,2,,,Préavis relatif à une visite,Aviso Previo Exhibición,Active,4b707d0,100996,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,1.6.0,ShowingAdvanceNotice Field,https://ddwiki.reso.org/display/DDW20/ShowingAdvanceNotice+Field,2104932,,,
Property,ShowingAttendedYN,Showing Attended Yes/No,"Indicates whether or not this home requires an attended showing (i.e., Yes = licensed agent representing the seller must be present during showing).","Listing,Showing",Boolean,,,,,Visite supervisée O/N,Asistencia Exhibición SN,Active,2cc0247,100998,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,1.6.0,ShowingAttendedYN Field,https://ddwiki.reso.org/display/DDW20/ShowingAttendedYN+Field,2104938,,,
Property,ShowingConsiderations,Showing Considerations,"A pick list of conditions that may require caution or further consideration, such as bringing someone with you, when showing the property (i.e., Electricity Not On, Inconsistent Cell Service, No Exterior Lighting).","Listing,Showing","String List, Multi",,255,,,,,Active,0ef1cf4,,Open with Enumerations,ShowingConsiderations,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2023-08-17,2023-08-18,2.0.0,ShowingConsiderations Field,https://ddwiki.reso.org/display/DDW20/ShowingConsiderations+Field,2104944,,,
Property,ShowingContactName,Showing Contact Name,The name of the contact for the showing of the listed property.,"Listing,Showing",String,,40,,,Nom du contact pour la visite,Nombre de Contacto Exhibición,Active,2a5e850,100870,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2013-11-19,2021-06-17,,ShowingContactName Field,https://ddwiki.reso.org/display/DDW20/ShowingContactName+Field,2104953,,,
Property,ShowingContactPhone,Showing Contact Phone,A telephone number that should be called to arrange showing the property.,"Listing,Showing",String,,16,,ShowingPhone,Numéro de téléphone du contact pour la visite,Teléfono de Contacto Exhibición,Active,a77b339,100053,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2015-07-21,2021-06-17,1.4.0,ShowingContactPhone Field,https://ddwiki.reso.org/display/DDW20/ShowingContactPhone+Field,2104960,,,
Property,ShowingContactPhoneExt,Showing Contact Phone Ext,"The extension of the given phone number, if applicable.","Listing,Showing",String,,10,,,Poste téléphonique du contact pour la visite,Ext Telefónica de Contacto Exhibición,Active,825fbd4,100789,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2015-07-21,2021-06-17,1.4.0,ShowingContactPhoneExt Field,https://ddwiki.reso.org/display/DDW20/ShowingContactPhoneExt+Field,2104965,,,
Property,ShowingContactType,Showing Contact Type,"The type of contact for the showing (i.e., Agent, Broker, Seller).","Listing,Showing","String List, Multi",,75,,,Type de contact pour la visite,Tipo de Contacto Exhibición,Active,af3d633,100871,Open with Enumerations,ShowingContactType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2013-11-19,2021-06-17,,ShowingContactType Field,https://ddwiki.reso.org/display/DDW20/ShowingContactType+Field,2104971,,,
Property,ShowingDays,Showing Days,"The days of the week that the property is available for showing (i.e., Sundays, Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays).","Listing,Showing","String List, Multi",,1024,,,Jours de visite,Días de Exhibición,Active,1021e46,100999,Open,ShowingDays,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,1.6.0,ShowingDays Field,https://ddwiki.reso.org/display/DDW20/ShowingDays+Field,2104977,,,
Property,ShowingEndTime,Showing End Time,"From the days selected in the ShowingDays field, the end time that the property is available for showing.","Listing,Showing",Timestamp,,27,,,Heure de fin de la visite,Hora de Finalización de Exhibición,Active,46ed2bd,101001,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,1.6.0,ShowingEndTime Field,https://ddwiki.reso.org/display/DDW20/ShowingEndTime+Field,1134526,,,
Property,ShowingInstructions,Showing Instructions,"Remarks that detail the seller's instructions for showing the subject property. Showing instructions may include contact information, showing times, notice required or other information. These remarks are privileged and are not for public viewing.","Listing,Showing",String,,4000,,ShowingRemarks,Instructions relatives à la visite,Instrucciones de Exhibición,Active,4b530fc,100052,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,ShowingInstructions Field,https://ddwiki.reso.org/display/DDW20/ShowingInstructions+Field,1134532,,,
